asset_id,asset_type,asset_name,state,district,city_or_village,latitude,longitude,crs,road_class,road_width_m,building_type,building_area_m2,building_height_m,floors,bridge_length_m,railway_flag,school_flag,hospital_flag,government_flag,criticality_level,population_exposed,river_distance_m,floodplain_flag,asset_geometry_wkt,data_source,data_status
IN-ASSET-0085,Road,Road Asset 0085,Tamil Nadu,Chennai,Chennai,13.088883,80.24261,EPSG:4326,Other District Road,12.6,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,82,2229.7,0,POINT (80.242610 13.088883),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0086,Building,Building Asset 0086,Tamil Nadu,Coimbatore,Coimbatore,11.018444,76.928436,EPSG:4326,State Highway,0.0,Commercial,1078.9,23.5,8,0.0,0,0,0,0,Low,555,7546.7,0,POINT (76.928436 11.018444),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0087,Bridge,Bridge Asset 0087,Kerala,Kochi,Kochi,9.913359,76.233221,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,729.4,0,0,0,0,Very High,230,3765.9,0,POINT (76.233221 9.913359),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0088,Railway,Railway Asset 0088,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.531777,76.959092,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,635,1990.2,0,POINT (76.959092 8.531777),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0089,School,School Asset 0089,Andhra Pradesh,Vijayawada,Vijayawada,16.499364,80.627317,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,2278,2067.4,0,POINT (80.627317 16.499364),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0090,Hospital,Hospital Asset 0090,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.679523,83.228332,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,1675,344.1,1,POINT (83.228332 17.679523),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0091,Government Facility,Government Facility Asset 0091,Madhya Pradesh,Bhopal,Bhopal,23.270108,77.380309,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,237,2661.7,0,POINT (77.380309 23.270108),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0092,Road,Road Asset 0092,Jammu and Kashmir,Srinagar,Srinagar,34.055732,74.766128,EPSG:4326,Other District Road,6.5,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,645,7656.1,0,POINT (74.766128 34.055732),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0093,Building,Building Asset 0093,Himachal Pradesh,Shimla,Shimla,31.08718,77.181383,EPSG:4326,Local Road,0.0,Industrial,201.6,24.4,8,0.0,0,0,0,0,Low,1898,1792.8,1,POINT (77.181383 31.087180),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0094,Bridge,Bridge Asset 0094,Uttarakhand,Dehradun,Dehradun,30.281506,78.065842,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,236.5,0,0,0,0,Very High,438,3335.7,0,POINT (78.065842 30.281506),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0095,Railway,Railway Asset 0095,Bihar,Gaya,Gaya,24.808523,84.980098,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,470,6400.6,0,POINT (84.980098 24.808523),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0096,School,School Asset 0096,Uttar Pradesh,Agra,Agra,27.198672,78.042125,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1901,6254.5,0,POINT (78.042125 27.198672),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0097,Hospital,Hospital Asset 0097,Delhi,Delhi,Delhi,28.640421,77.234401,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,333,2445.9,0,POINT (77.234401 28.640421),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0098,Government Facility,Government Facility Asset 0098,Maharashtra,Mumbai,Mumbai,19.10964,72.901562,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,407,3541.8,0,POINT (72.901562 19.109640),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0099,Road,Road Asset 0099,Maharashtra,Pune,Pune,18.550699,73.849529,EPSG:4326,Local Road,5.4,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,461,1929.5,0,POINT (73.849529 18.550699),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0100,Building,Building Asset 0100,Maharashtra,Nagpur,Nagpur,21.16392,79.110837,EPSG:4326,Major District Road,0.0,Institutional,477.3,14.9,5,0.0,0,0,0,0,Low,1121,4192.7,0,POINT (79.110837 21.163920),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0101,Bridge,Bridge Asset 0101,Gujarat,Ahmedabad,Ahmedabad,22.989877,72.605184,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,684.0,0,0,0,0,Very High,75,5296.1,0,POINT (72.605184 22.989877),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0102,Railway,Railway Asset 0102,Gujarat,Surat,Surat,21.161686,72.805597,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,360,266.7,1,POINT (72.805597 21.161686),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0103,School,School Asset 0103,Rajasthan,Jaipur,Jaipur,26.881063,75.760205,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,2137,5740.1,0,POINT (75.760205 26.881063),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0104,Hospital,Hospital Asset 0104,Uttar Pradesh,Lucknow,Lucknow,26.836891,80.967041,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,2484,1652.8,1,POINT (80.967041 26.836891),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0105,Government Facility,Government Facility Asset 0105,Uttar Pradesh,Varanasi,Varanasi,25.330766,82.95182,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,214,2475.0,0,POINT (82.951820 25.330766),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0106,Road,Road Asset 0106,Bihar,Patna,Patna,25.618806,85.130462,EPSG:4326,State Highway,18.3,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,168,4281.9,0,POINT (85.130462 25.618806),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0107,Building,Building Asset 0107,West Bengal,Kolkata,Kolkata,22.564602,88.346304,EPSG:4326,National Highway,0.0,Residential,2658.3,18.0,6,0.0,0,0,0,0,Low,20,4175.3,0,POINT (88.346304 22.564602),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0108,Bridge,Bridge Asset 0108,Assam,Guwahati,Guwahati,26.111952,91.711252,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,401.2,0,0,0,0,Very High,442,2561.1,0,POINT (91.711252 26.111952),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0109,Railway,Railway Asset 0109,Odisha,Bhubaneswar,Bhubaneswar,20.281018,85.857112,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,231,7074.3,0,POINT (85.857112 20.281018),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0110,School,School Asset 0110,Jharkhand,Ranchi,Ranchi,23.354471,85.33469,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,960,5589.6,0,POINT (85.334690 23.354471),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0111,Hospital,Hospital Asset 0111,Madhya Pradesh,Bhopal,Bhopal,23.281278,77.428919,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,1358,198.4,1,POINT (77.428919 23.281278),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0112,Government Facility,Government Facility Asset 0112,Madhya Pradesh,Indore,Indore,22.687155,75.825418,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,780,5867.9,0,POINT (75.825418 22.687155),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0113,Road,Road Asset 0113,Chhattisgarh,Raipur,Raipur,21.26283,81.659582,EPSG:4326,National Highway,9.8,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,23,4788.3,0,POINT (81.659582 21.262830),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0114,Building,Building Asset 0114,Telangana,Hyderabad,Hyderabad,17.395686,78.501421,EPSG:4326,Other District Road,0.0,Public,1343.5,35.7,12,0.0,0,0,0,0,Low,2403,887.7,1,POINT (78.501421 17.395686),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0115,Bridge,Bridge Asset 0115,Karnataka,Bengaluru,Bengaluru,12.974875,77.593088,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,506.3,0,0,0,0,Very High,146,6200.6,0,POINT (77.593088 12.974875),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0116,Railway,Railway Asset 0116,Karnataka,Mysuru,Mysuru,12.285419,76.657713,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,382,4503.9,0,POINT (76.657713 12.285419),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0117,School,School Asset 0117,Tamil Nadu,Chennai,Chennai,13.089476,80.247897,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1134,7359.8,0,POINT (80.247897 13.089476),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0118,Hospital,Hospital Asset 0118,Tamil Nadu,Coimbatore,Coimbatore,10.993427,76.973613,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,1349,1312.8,1,POINT (76.973613 10.993427),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0119,Government Facility,Government Facility Asset 0119,Kerala,Kochi,Kochi,9.964878,76.284852,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,151,994.7,1,POINT (76.284852 9.964878),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0120,Road,Road Asset 0120,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.550946,76.940422,EPSG:4326,National Highway,14.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,208,3745.1,0,POINT (76.940422 8.550946),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0121,Building,Building Asset 0121,Andhra Pradesh,Vijayawada,Vijayawada,16.48963,80.637855,EPSG:4326,Major District Road,0.0,Industrial,861.7,20.8,7,0.0,0,0,0,0,Low,109,2839.3,0,POINT (80.637855 16.489630),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0122,Bridge,Bridge Asset 0122,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.677204,83.194621,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,755.4,0,0,0,0,Very High,478,850.5,1,POINT (83.194621 17.677204),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0123,Railway,Railway Asset 0123,Madhya Pradesh,Bhopal,Bhopal,23.287331,77.40823,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,436,3719.0,0,POINT (77.408230 23.287331),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0124,School,School Asset 0124,Jammu and Kashmir,Srinagar,Srinagar,34.065896,74.792093,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1369,953.4,1,POINT (74.792093 34.065896),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0125,Hospital,Hospital Asset 0125,Himachal Pradesh,Shimla,Shimla,31.077902,77.205082,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,942,1334.9,1,POINT (77.205082 31.077902),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0126,Government Facility,Government Facility Asset 0126,Uttarakhand,Dehradun,Dehradun,30.295994,78.043089,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,125,6486.3,0,POINT (78.043089 30.295994),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0127,Road,Road Asset 0127,Bihar,Gaya,Gaya,24.767834,85.034089,EPSG:4326,National Highway,15.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,534,4709.2,0,POINT (85.034089 24.767834),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0128,Building,Building Asset 0128,Uttar Pradesh,Agra,Agra,27.209415,78.019137,EPSG:4326,Other District Road,0.0,Residential,353.9,3.1,1,0.0,0,0,0,0,Low,835,3999.3,0,POINT (78.019137 27.209415),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0129,Bridge,Bridge Asset 0129,Delhi,Delhi,Delhi,28.601883,77.199764,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,452.6,0,0,0,0,Very High,493,6166.0,0,POINT (77.199764 28.601883),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0130,Railway,Railway Asset 0130,Maharashtra,Mumbai,Mumbai,19.071832,72.901785,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,494,53.9,1,POINT (72.901785 19.071832),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0131,School,School Asset 0131,Maharashtra,Pune,Pune,18.514961,73.879807,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,520,3125.7,0,POINT (73.879807 18.514961),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0132,Hospital,Hospital Asset 0132,Maharashtra,Nagpur,Nagpur,21.166547,79.090475,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,2431,3884.1,0,POINT (79.090475 21.166547),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0133,Government Facility,Government Facility Asset 0133,Gujarat,Ahmedabad,Ahmedabad,23.011186,72.59059,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,562,6965.6,0,POINT (72.590590 23.011186),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0134,Road,Road Asset 0134,Gujarat,Surat,Surat,21.204905,72.811489,EPSG:4326,National Highway,12.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,695,7563.0,0,POINT (72.811489 21.204905),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0135,Building,Building Asset 0135,Rajasthan,Jaipur,Jaipur,26.897706,75.803193,EPSG:4326,Other District Road,0.0,Public,2020.3,36.3,12,0.0,0,0,0,0,Low,2397,2977.2,0,POINT (75.803193 26.897706),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0136,Bridge,Bridge Asset 0136,Uttar Pradesh,Lucknow,Lucknow,26.858937,80.955258,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,181.2,0,0,0,0,Very High,362,1397.4,1,POINT (80.955258 26.858937),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0137,Railway,Railway Asset 0137,Uttar Pradesh,Varanasi,Varanasi,25.34551,82.982369,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,175,5478.6,0,POINT (82.982369 25.345510),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0138,School,School Asset 0138,Bihar,Patna,Patna,25.572826,85.104514,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,679,5779.6,0,POINT (85.104514 25.572826),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0139,Hospital,Hospital Asset 0139,West Bengal,Kolkata,Kolkata,22.547135,88.355078,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,1968,2370.2,0,POINT (88.355078 22.547135),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0140,Government Facility,Government Facility Asset 0140,Assam,Guwahati,Guwahati,26.177495,91.720708,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,501,4163.9,0,POINT (91.720708 26.177495),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0141,Road,Road Asset 0141,Odisha,Bhubaneswar,Bhubaneswar,20.309702,85.806626,EPSG:4326,Major District Road,12.6,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,799,7038.2,0,POINT (85.806626 20.309702),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0142,Building,Building Asset 0142,Jharkhand,Ranchi,Ranchi,23.321032,85.313762,EPSG:4326,State Highway,0.0,Residential,2535.7,43.5,14,0.0,0,0,0,0,Low,1538,4020.6,0,POINT (85.313762 23.321032),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0143,Bridge,Bridge Asset 0143,Madhya Pradesh,Bhopal,Bhopal,23.266699,77.430524,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,547.7,0,0,0,0,Very High,763,7577.6,0,POINT (77.430524 23.266699),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0144,Railway,Railway Asset 0144,Madhya Pradesh,Indore,Indore,22.748675,75.875516,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,751,3094.5,0,POINT (75.875516 22.748675),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0145,School,School Asset 0145,Chhattisgarh,Raipur,Raipur,21.236,81.640636,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1262,6040.0,0,POINT (81.640636 21.236000),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0146,Hospital,Hospital Asset 0146,Telangana,Hyderabad,Hyderabad,17.357946,78.505976,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,1945,6686.4,0,POINT (78.505976 17.357946),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0147,Government Facility,Government Facility Asset 0147,Karnataka,Bengaluru,Bengaluru,12.966761,77.603348,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,572,7805.9,0,POINT (77.603348 12.966761),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0148,Road,Road Asset 0148,Karnataka,Mysuru,Mysuru,12.313683,76.642537,EPSG:4326,National Highway,18.4,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,227,4235.9,0,POINT (76.642537 12.313683),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0149,Building,Building Asset 0149,Tamil Nadu,Chennai,Chennai,13.049667,80.266655,EPSG:4326,Major District Road,0.0,Institutional,2561.4,37.8,13,0.0,0,0,0,0,Low,2141,2135.5,0,POINT (80.266655 13.049667),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0150,Bridge,Bridge Asset 0150,Tamil Nadu,Coimbatore,Coimbatore,10.990717,76.989956,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,256.1,0,0,0,0,Very High,470,2658.0,0,POINT (76.989956 10.990717),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0151,Railway,Railway Asset 0151,Kerala,Kochi,Kochi,9.960623,76.298631,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,580,958.5,1,POINT (76.298631 9.960623),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0152,School,School Asset 0152,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.556376,76.907481,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,751,3899.2,0,POINT (76.907481 8.556376),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0153,Hospital,Hospital Asset 0153,Andhra Pradesh,Vijayawada,Vijayawada,16.493944,80.620015,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,67,6785.6,0,POINT (80.620015 16.493944),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0154,Government Facility,Government Facility Asset 0154,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.700575,83.220533,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,165,1822.7,0,POINT (83.220533 17.700575),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0155,Road,Road Asset 0155,Madhya Pradesh,Bhopal,Bhopal,23.242394,77.40216,EPSG:4326,National Highway,9.5,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,632,312.2,1,POINT (77.402160 23.242394),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0156,Building,Building Asset 0156,Jammu and Kashmir,Srinagar,Srinagar,34.071033,74.825885,EPSG:4326,Major District Road,0.0,Institutional,2299.3,21.2,7,0.0,0,0,0,0,Low,2302,1781.4,1,POINT (74.825885 34.071033),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0157,Bridge,Bridge Asset 0157,Himachal Pradesh,Shimla,Shimla,31.090378,77.196397,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,357.4,0,0,0,0,Very High,640,5234.2,0,POINT (77.196397 31.090378),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0158,Railway,Railway Asset 0158,Uttarakhand,Dehradun,Dehradun,30.306518,78.028387,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,608,6406.4,0,POINT (78.028387 30.306518),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0159,School,School Asset 0159,Bihar,Gaya,Gaya,24.823621,84.966725,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1884,1402.7,1,POINT (84.966725 24.823621),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0160,Hospital,Hospital Asset 0160,Uttar Pradesh,Agra,Agra,27.206167,77.999613,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,536,5183.2,0,POINT (77.999613 27.206167),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0161,Government Facility,Government Facility Asset 0161,Delhi,Delhi,Delhi,28.596382,77.190083,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,584,4527.8,0,POINT (77.190083 28.596382),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0162,Road,Road Asset 0162,Maharashtra,Mumbai,Mumbai,19.084468,72.887958,EPSG:4326,National Highway,13.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,448,7076.8,0,POINT (72.887958 19.084468),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0163,Building,Building Asset 0163,Maharashtra,Pune,Pune,18.551689,73.839008,EPSG:4326,Local Road,0.0,Residential,687.3,22.1,7,0.0,0,0,0,0,Low,501,5960.5,0,POINT (73.839008 18.551689),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0164,Bridge,Bridge Asset 0164,Maharashtra,Nagpur,Nagpur,21.127308,79.114192,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,762.3,0,0,0,0,Very High,660,6857.2,0,POINT (79.114192 21.127308),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0165,Railway,Railway Asset 0165,Gujarat,Ahmedabad,Ahmedabad,23.048067,72.575312,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,324,2286.3,0,POINT (72.575312 23.048067),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0166,School,School Asset 0166,Gujarat,Surat,Surat,21.169329,72.824092,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1752,4889.6,0,POINT (72.824092 21.169329),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0167,Hospital,Hospital Asset 0167,Rajasthan,Jaipur,Jaipur,26.889841,75.776142,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,1818,5222.2,0,POINT (75.776142 26.889841),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0168,Government Facility,Government Facility Asset 0168,Uttar Pradesh,Lucknow,Lucknow,26.874003,80.914397,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,290,7296.9,0,POINT (80.914397 26.874003),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0169,Road,Road Asset 0169,Uttar Pradesh,Varanasi,Varanasi,25.304747,82.951113,EPSG:4326,Major District Road,12.7,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,163,5755.8,0,POINT (82.951113 25.304747),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
