dam_id,dam_name,state,river_basin,river_name,nearest_city_or_district,latitude,longitude,crs,year_of_completion,seismic_zone,dam_type,dam_height_m,dam_length_m,dam_volume_content_m3,gross_storage_capacity_m3,reservoir_area_m2,effective_storage_capacity_m3,purpose,designed_spillway_capacity_m3s,dam_status,dam_geometry_wkt,data_status
IND_DAM_0181,Rihand - Prototype Record 181,Uttar Pradesh,Ganga,Rihand,Uttar Pradesh,24.0964817,82.9875,EPSG:4326,1909,III,Concrete/Earthfill,58.44,374.36,3176322.1,65479773.15,5082288.77,46933703.22,Multipurpose,1521.07,Operational,POINT (82.9875000 24.0964817),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0182,Tehri - Prototype Record 182,Uttarakhand,Ganga,Bhagirathi,Uttarakhand,30.310603,78.4551102,EPSG:4326,1956,II,Earthfill/Rockfill,89.71,504.49,2635059.07,310606081.59,25903766.37,253133798.0,Drinking Water,2694.41,Operational,POINT (78.4551102 30.3106030),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0183,Ramganga - Prototype Record 183,Uttarakhand,Ganga,Ramganga,Uttarakhand,29.5612401,78.6364945,EPSG:4326,1953,II,Concrete,32.17,1151.94,3163262.1,424719412.07,157274257.26,382835696.57,Multipurpose,1890.45,Under Construction,POINT (78.6364945 29.5612401),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0184,Farakka - Prototype Record 184,West Bengal,Ganga,Ganga,West Bengal,24.7489221,88.0253426,EPSG:4326,1962,III,Barrages,36.6,1257.66,7788193.55,323646163.99,38908640.7,259351991.23,Irrigation,2437.95,Operational,POINT (88.0253426 24.7489221),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0185,Kangsabati - Prototype Record 185,West Bengal,Ganga,Kangsabati,West Bengal,22.9267984,87.238279,EPSG:4326,1916,IV,Earthfill,23.27,1311.21,1839812.94,114522433.2,8559472.74,99481111.9,Irrigation;Hydropower,2101.67,Operational,POINT (87.2382790 22.9267984),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0186,Salal - Prototype Record 186,Jammu and Kashmir,Indus,Chenab,Jammu and Kashmir,33.2374577,74.7469808,EPSG:4326,1900,IV,Concrete,53.65,2225.92,8198548.22,79003152.08,8969330.2,60369162.24,Irrigation;Hydropower,1351.9,Under Construction,POINT (74.7469808 33.2374577),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0187,Baglihar - Prototype Record 187,Jammu and Kashmir,Indus,Chenab,Jammu and Kashmir,33.2451795,75.4351249,EPSG:4326,2017,IV,Concrete,38.15,1909.18,12833252.61,197913507.46,38261680.47,182278771.79,Hydropower,1619.68,Under Construction,POINT (75.4351249 33.2451795),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0188,Nimoo Bazgo - Prototype Record 188,Ladakh,Indus,Indus,Ladakh,34.1496069,77.6227449,EPSG:4326,1983,II,Concrete,40.3,2390.08,16162837.48,122929877.47,19784340.78,107789595.99,Flood Control,1713.13,Operational,POINT (77.6227449 34.1496069),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0189,Polavaram - Prototype Record 189,Andhra Pradesh,Godavari,Godavari,Andhra Pradesh,17.5310512,81.5846925,EPSG:4326,2007,III,Concrete/Gravity,71.48,878.61,9915353.63,150427642.85,42607351.13,135433792.12,Drinking Water,3013.14,Operational,POINT (81.5846925 17.5310512),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0190,Srisailam - Prototype Record 190,Andhra Pradesh,Krishna,Krishna,Andhra Pradesh,16.1107466,78.7997305,EPSG:4326,2021,IV,Masonry/Concrete,55.12,1614.4,11052277.17,147297509.18,15993634.1,110180436.28,Irrigation,2741.03,Under Construction,POINT (78.7997305 16.1107466),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0191,Nagarjuna Sagar - Prototype Record 191,Andhra Pradesh,Krishna,Krishna,Andhra Pradesh,16.6431406,79.4364241,EPSG:4326,1910,II,Masonry,49.97,413.93,2155788.35,155955886.4,10464824.08,147074134.13,Irrigation,963.15,Under Construction,POINT (79.4364241 16.6431406),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0192,Ranganadi - Prototype Record 192,Arunachal Pradesh,Brahmaputra,Ranganadi,Arunachal Pradesh,27.6065161,94.4112778,EPSG:4326,1990,II,Concrete,14.22,201.39,176963.69,123640844.9,9138875.69,103694385.37,Irrigation;Hydropower,3319.08,Operational,POINT (94.4112778 27.6065161),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0193,Karbi Langpi - Prototype Record 193,Assam,Brahmaputra,Borpani,Assam,25.9170298,92.6143441,EPSG:4326,1908,III,Concrete,61.01,464.06,4850241.21,513698010.59,68069485.82,342620898.52,Flood Control,4089.11,Operational,POINT (92.6143441 25.9170298),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0194,Kohira - Prototype Record 194,Bihar,Ganga,Kohira,Bihar,25.1051985,83.4926278,EPSG:4326,1966,II,Earthfill,26.98,777.02,3416197.38,19382518.96,1837777.77,15015283.99,Hydropower,902.25,Under Construction,POINT (83.4926278 25.1051985),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0195,Gangrel - Prototype Record 195,Chhattisgarh,Mahanadi,Mahanadi,Chhattisgarh,20.0711773,81.1263433,EPSG:4326,1902,II,Masonry,63.55,834.12,8212491.98,11739959.3,1219808.6,9570842.14,Drinking Water,178.6,Operational,POINT (81.1263433 20.0711773),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0196,Salaulim - Prototype Record 196,Goa,West Coast,Salaulim,Goa,15.2065282,74.1258695,EPSG:4326,1969,II,Earthfill,34.96,1034.29,5407157.5,74061415.61,6981607.25,60581943.82,Drinking Water,1034.35,Under Construction,POINT (74.1258695 15.2065282),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0197,Sardar Sarovar - Prototype Record 197,Gujarat,Narmada,Narmada,Gujarat,21.8363424,73.7732298,EPSG:4326,1978,II,Concrete/Gravity,59.71,2201.33,23137510.4,251084125.76,17072698.23,188096767.24,Hydropower,1353.85,Operational,POINT (73.7732298 21.8363424),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0198,Ukai - Prototype Record 198,Gujarat,Tapi,Tapi,Gujarat,21.2607165,73.3945813,EPSG:4326,1938,III,Earthfill/Concrete,53.21,620.06,2615700.33,101870224.07,7018886.59,84522342.23,Hydropower,2450.22,Operational,POINT (73.3945813 21.2607165),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0199,Kaushalya - Prototype Record 199,Haryana,Indus,Kaushalya,Haryana,30.7678506,76.9661936,EPSG:4326,1999,V,Earthfill,46.74,1491.29,10033676.33,17214470.38,1329000.22,12532982.14,Flood Control,1120.69,Operational,POINT (76.9661936 30.7678506),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0200,Bhakra - Prototype Record 200,Himachal Pradesh,Indus,Sutlej,Himachal Pradesh,31.4094369,76.5351982,EPSG:4326,1910,II,Concrete/Gravity,51.52,2134.98,19170509.96,337460508.73,32767701.36,248584733.61,Irrigation;Hydropower,2655.46,Operational,POINT (76.5351982 31.4094369),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0201,Pong - Prototype Record 201,Himachal Pradesh,Indus,Beas,Himachal Pradesh,31.9498389,76.990628,EPSG:4326,1933,IV,Earthfill,8.99,528.83,802715.41,61498384.67,6796945.76,43670040.21,Irrigation;Hydropower,908.59,Operational,POINT (76.9906280 31.9498389),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0202,Maithon - Prototype Record 202,Jharkhand,Damodar,Barakar,Jharkhand,23.7747465,86.7268693,EPSG:4326,2020,V,Concrete/Earthfill,59.77,1374.86,7816453.98,100049196.38,24686555.02,87399065.4,Irrigation;Hydropower,2312.25,Under Construction,POINT (86.7268693 23.7747465),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0203,Panchet - Prototype Record 203,Jharkhand,Ganga,Damodar,Jharkhand,23.5657114,86.7922376,EPSG:4326,1956,IV,Earthfill/Concrete,38.12,1108.41,4800203.59,95791114.74,8316689.4,74576955.43,Drinking Water,2389.61,Operational,POINT (86.7922376 23.5657114),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0204,Almatti - Prototype Record 204,Karnataka,Krishna,Krishna,Karnataka,16.2681562,75.9323254,EPSG:4326,1966,V,Concrete,39.42,635.67,3326812.06,147307308.5,13029922.99,106502273.89,Multipurpose,1509.78,Operational,POINT (75.9323254 16.2681562),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0205,Krishna Raja Sagara - Prototype Record 205,Karnataka,Cauvery,Cauvery,Karnataka,12.472893,76.6894101,EPSG:4326,1959,III,Masonry,38.78,1078.38,7144820.87,288823555.04,87856640.5,267653212.96,Hydropower,2520.78,Operational,POINT (76.6894101 12.4728930),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0206,Tungabhadra - Prototype Record 206,Karnataka,Krishna,Tungabhadra,Karnataka,15.3393731,76.2939053,EPSG:4326,1974,II,Masonry,19.72,1006.2,2368716.24,491484565.88,38032089.94,370581924.37,Hydropower,5569.43,Operational,POINT (76.2939053 15.3393731),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0207,Idukki - Prototype Record 207,Kerala,West Coast,Periyar,Kerala,9.8837485,76.9076866,EPSG:4326,1922,IV,Concrete/Arch,148.94,709.02,5144489.48,401669398.81,125114100.93,354848276.23,Multipurpose,5783.96,Operational,POINT (76.9076866 9.8837485),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0208,Mullaperiyar - Prototype Record 208,Kerala,West Coast,Periyar,Kerala,9.5122719,77.1341782,EPSG:4326,1935,III,Masonry,26.27,670.62,1816317.08,1109810847.38,104958067.42,982620792.09,Hydropower,6053.69,Operational,POINT (77.1341782 9.5122719),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0209,Indira Sagar - Prototype Record 209,Madhya Pradesh,Narmada,Narmada,Madhya Pradesh,22.3787518,76.5749555,EPSG:4326,1969,II,Concrete/Earthfill,54.81,780.62,5476726.27,49162471.58,3570928.26,45270633.77,Flood Control,384.02,Operational,POINT (76.5749555 22.3787518),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0210,Bargi - Prototype Record 210,Madhya Pradesh,Narmada,Narmada,Madhya Pradesh,22.7322458,79.8745196,EPSG:4326,1961,V,Concrete,38.57,927.85,1710013.63,128025810.91,18635176.21,93977671.87,Irrigation;Hydropower,3188.21,Under Construction,POINT (79.8745196 22.7322458),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0211,Koyna - Prototype Record 211,Maharashtra,Other,Koyna,Maharashtra,17.3604244,73.7346695,EPSG:4326,1945,IV,Concrete/Gravity,61.85,859.4,7518493.48,101104440.2,13694201.38,76022456.25,Irrigation;Hydropower,1679.28,Operational,POINT (73.7346695 17.3604244),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0212,Jayakwadi - Prototype Record 212,Maharashtra,Godavari,Godavari,Maharashtra,19.5922518,75.3443297,EPSG:4326,1932,IV,Earthfill,31.01,471.53,1750298.34,301845380.34,29869053.48,217608434.2,Multipurpose,3421.82,Operational,POINT (75.3443297 19.5922518),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0213,Khuga - Prototype Record 213,Manipur,Barak,Khuga,Manipur,24.5772126,93.7226771,EPSG:4326,2014,II,Earthfill,5.0,558.95,148167.33,139715661.21,10461781.42,113436421.59,Hydropower,2615.88,Operational,POINT (93.7226771 24.5772126),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0214,Umiam - Prototype Record 214,Meghalaya,Brahmaputra,Umiam,Meghalaya,25.7838574,91.9129685,EPSG:4326,1996,II,Concrete,31.66,495.25,1875970.18,204191972.5,36633629.11,147066225.14,Multipurpose,3839.7,Operational,POINT (91.9129685 25.7838574),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0215,Tuirial - Prototype Record 215,Mizoram,Barak,Tuirial,Mizoram,23.806429,92.6720681,EPSG:4326,1989,IV,Earthfill,23.93,488.8,1857288.08,379446022.32,34832750.24,246865079.72,Hydropower,1808.42,Under Construction,POINT (92.6720681 23.8064290),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0216,Doyang - Prototype Record 216,Nagaland,Brahmaputra,Doyang,Nagaland,26.242769,94.0858686,EPSG:4326,1929,IV,Earthfill,59.19,755.34,7525538.62,76261161.43,7949982.44,71299353.25,Hydropower,833.41,Operational,POINT (94.0858686 26.2427690),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0217,Hirakud - Prototype Record 217,Odisha,Mahanadi,Mahanadi,Odisha,21.6181452,83.8136462,EPSG:4326,1939,V,Masonry/Earthfill,56.58,3285.48,19591393.66,233683577.45,52126093.65,206856769.78,Irrigation,2202.31,Under Construction,POINT (83.8136462 21.6181452),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0218,Ranjit Sagar - Prototype Record 218,Punjab,Indus,Ravi,Punjab,32.4342916,75.7690477,EPSG:4326,1957,IV,Concrete/Gravity,61.19,459.31,2289741.98,153829487.0,13889513.27,145477082.41,Irrigation;Hydropower,2300.97,Under Construction,POINT (75.7690477 32.4342916),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0219,Bisalpur - Prototype Record 219,Rajasthan,Ganga,Banas,Rajasthan,25.6416999,75.5624785,EPSG:4326,1977,V,Masonry,33.63,613.48,3225337.75,145921694.88,24206008.33,103282647.45,Hydropower,1478.56,Under Construction,POINT (75.5624785 25.6416999),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0220,Rana Pratap Sagar - Prototype Record 220,Rajasthan,Ganga,Chambal,Rajasthan,23.8838743,75.6640536,EPSG:4326,1920,V,Concrete,51.21,598.06,1950706.34,132497051.15,10543698.84,91881122.67,Irrigation,2920.26,Operational,POINT (75.6640536 23.8838743),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0221,Teesta V - Prototype Record 221,Sikkim,Ganga,Teesta,Sikkim,27.2502306,88.7309745,EPSG:4326,1970,V,Concrete,41.04,653.82,2022971.61,1057242097.98,116754405.67,864472737.26,Irrigation,4958.96,Operational,POINT (88.7309745 27.2502306),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0222,Mettur - Prototype Record 222,Tamil Nadu,Cauvery,Cauvery,Tamil Nadu,12.0011729,77.7202793,EPSG:4326,2009,V,Masonry/Concrete,51.25,1196.25,8614723.14,608670426.17,60436270.19,435227111.25,Irrigation;Hydropower,3819.58,Operational,POINT (77.7202793 12.0011729),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0223,Bhavanisagar - Prototype Record 223,Tamil Nadu,Other,Bhavani,Tamil Nadu,11.5158707,77.2145559,EPSG:4326,1905,II,Earthfill/Concrete,54.78,212.93,2070252.43,130314398.78,31295975.37,116353817.73,Multipurpose,917.44,Under Construction,POINT (77.2145559 11.5158707),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0224,Sathanur - Prototype Record 224,Tamil Nadu,East Coast,Thenpennai,Tamil Nadu,12.1011073,78.8251403,EPSG:4326,1928,II,Concrete,57.8,293.21,1201396.86,11857113.47,1104549.89,10401201.14,Drinking Water,735.6,Operational,POINT (78.8251403 12.1011073),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0225,Srisailam Left Bank - Prototype Record 225,Telangana,Krishna,Krishna,Telangana,16.1831891,78.9751262,EPSG:4326,1930,IV,Concrete,47.24,679.4,5062294.85,111354374.85,45571737.02,79719673.88,Drinking Water,781.03,Operational,POINT (78.9751262 16.1831891),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0226,Singur - Prototype Record 226,Telangana,Godavari,Manjira,Telangana,17.5960416,77.9885891,EPSG:4326,1937,II,Earthfill,60.52,359.27,3746288.57,1695514425.42,150603512.89,1316819037.0,Drinking Water,12256.09,Operational,POINT (77.9885891 17.5960416),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0227,Dumbur - Prototype Record 227,Tripura,Ganga,Gomati,Tripura,23.5840255,91.7663077,EPSG:4326,1907,II,Earthfill,35.55,1889.97,3695642.97,370271243.68,28443596.83,301296331.23,Multipurpose,3925.41,Under Construction,POINT (91.7663077 23.5840255),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0228,Rihand - Prototype Record 228,Uttar Pradesh,Ganga,Rihand,Uttar Pradesh,24.1613274,83.0416072,EPSG:4326,2012,V,Concrete/Earthfill,46.37,601.71,1579225.87,43726696.39,3848328.51,32520533.17,Drinking Water,1212.39,Operational,POINT (83.0416072 24.1613274),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0229,Tehri - Prototype Record 229,Uttarakhand,Ganga,Bhagirathi,Uttarakhand,30.4935641,78.4353757,EPSG:4326,2016,IV,Earthfill/Rockfill,100.06,930.71,8935397.38,220898450.93,29793912.94,201770533.25,Hydropower,4454.7,Under Construction,POINT (78.4353757 30.4935641),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0230,Ramganga - Prototype Record 230,Uttarakhand,Ganga,Ramganga,Uttarakhand,29.6367068,78.7766144,EPSG:4326,2021,III,Concrete,37.39,335.24,1298408.99,276600972.39,23204227.95,184212335.12,Drinking Water,1077.64,Under Construction,POINT (78.7766144 29.6367068),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0231,Farakka - Prototype Record 231,West Bengal,Ganga,Ganga,West Bengal,24.7533797,87.9926198,EPSG:4326,1995,V,Barrages,5.0,1477.94,1186659.18,10487867.83,1177608.12,9567524.94,Irrigation,954.33,Operational,POINT (87.9926198 24.7533797),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0232,Kangsabati - Prototype Record 232,West Bengal,Ganga,Kangsabati,West Bengal,23.0224455,87.3787269,EPSG:4326,2002,III,Earthfill,21.71,526.62,1766598.05,56843059.61,5127920.45,46711740.18,Irrigation;Hydropower,1749.74,Operational,POINT (87.3787269 23.0224455),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0233,Salal - Prototype Record 233,Jammu and Kashmir,Indus,Chenab,Jammu and Kashmir,33.0753112,74.8238231,EPSG:4326,2015,II,Concrete,48.18,678.75,5460249.5,1217146333.07,233388550.33,1077624837.57,Irrigation;Hydropower,5833.38,Operational,POINT (74.8238231 33.0753112),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0234,Baglihar - Prototype Record 234,Jammu and Kashmir,Indus,Chenab,Jammu and Kashmir,33.1212568,75.4567633,EPSG:4326,1976,IV,Concrete,61.2,279.27,3036619.53,66134354.31,5552046.98,56438262.27,Irrigation,1250.2,Under Construction,POINT (75.4567633 33.1212568),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0235,Nimoo Bazgo - Prototype Record 235,Ladakh,Indus,Indus,Ladakh,34.2243464,77.716041,EPSG:4326,2011,V,Concrete,42.85,1593.5,7791267.9,220899806.12,15985379.42,174988651.38,Multipurpose,1276.6,Operational,POINT (77.7160410 34.2243464),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0236,Polavaram - Prototype Record 236,Andhra Pradesh,Godavari,Godavari,Andhra Pradesh,17.2427566,81.6898683,EPSG:4326,1989,V,Concrete/Gravity,44.62,678.38,1224090.86,82987449.62,7229439.21,76308632.44,Flood Control,1063.7,Operational,POINT (81.6898683 17.2427566),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0237,Srisailam - Prototype Record 237,Andhra Pradesh,Krishna,Krishna,Andhra Pradesh,16.1255357,78.9582682,EPSG:4326,1903,III,Masonry/Concrete,79.85,932.81,8460945.62,246908614.84,38030267.21,196973130.05,Irrigation,4015.05,Operational,POINT (78.9582682 16.1255357),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0238,Nagarjuna Sagar - Prototype Record 238,Andhra Pradesh,Krishna,Krishna,Andhra Pradesh,16.5651024,79.1809587,EPSG:4326,1902,IV,Masonry,38.32,1300.38,8857146.51,63076378.98,26465978.49,45607822.33,Multipurpose,1670.93,Operational,POINT (79.1809587 16.5651024),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0239,Ranganadi - Prototype Record 239,Arunachal Pradesh,Brahmaputra,Ranganadi,Arunachal Pradesh,27.5547179,94.2731593,EPSG:4326,2022,V,Concrete,49.92,2315.67,9348239.26,151401073.31,33549972.53,104102849.61,Irrigation;Hydropower,1718.27,Operational,POINT (94.2731593 27.5547179),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0240,Karbi Langpi - Prototype Record 240,Assam,Brahmaputra,Borpani,Assam,25.6628813,92.7287323,EPSG:4326,1901,V,Concrete,39.24,341.89,929631.85,47125159.66,3828420.55,41485008.92,Hydropower,943.28,Operational,POINT (92.7287323 25.6628813),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0241,Kohira - Prototype Record 241,Bihar,Ganga,Kohira,Bihar,24.9687507,83.5082194,EPSG:4326,1956,II,Earthfill,19.69,1817.77,2783534.77,143887241.77,30771986.45,104583634.4,Drinking Water,2499.99,Operational,POINT (83.5082194 24.9687507),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0242,Gangrel - Prototype Record 242,Chhattisgarh,Mahanadi,Mahanadi,Chhattisgarh,20.0195617,81.128625,EPSG:4326,1985,IV,Masonry,32.05,1709.17,3102676.65,90341042.2,8373084.27,71214187.21,Flood Control,784.61,Operational,POINT (81.1286250 20.0195617),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0243,Salaulim - Prototype Record 243,Goa,West Coast,Salaulim,Goa,15.0775438,74.1071844,EPSG:4326,2024,V,Earthfill,33.0,2228.39,11627260.49,93593334.55,9249906.2,61956670.39,Hydropower,1451.1,Under Construction,POINT (74.1071844 15.0775438),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0244,Sardar Sarovar - Prototype Record 244,Gujarat,Narmada,Narmada,Gujarat,21.7885395,73.6744359,EPSG:4326,2023,IV,Concrete/Gravity,91.82,857.73,9841393.74,97464716.22,7325667.96,85532762.96,Drinking Water,2604.82,Operational,POINT (73.6744359 21.7885395),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0245,Ukai - Prototype Record 245,Gujarat,Tapi,Tapi,Gujarat,21.274598,73.4067686,EPSG:4326,1942,V,Earthfill/Concrete,35.24,804.26,4295675.75,220491196.44,68311264.5,143744943.85,Drinking Water,832.13,Operational,POINT (73.4067686 21.2745980),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0246,Kaushalya - Prototype Record 246,Haryana,Indus,Kaushalya,Haryana,30.786907,77.0670198,EPSG:4326,1981,V,Earthfill,39.7,307.51,2147750.33,62900616.5,8277732.26,44238214.05,Hydropower,1300.63,Operational,POINT (77.0670198 30.7869070),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0247,Bhakra - Prototype Record 247,Himachal Pradesh,Indus,Sutlej,Himachal Pradesh,31.3643341,76.4923297,EPSG:4326,1938,II,Concrete/Gravity,61.94,432.97,3102809.47,55259807.73,26850553.57,48452305.01,Multipurpose,1531.82,Operational,POINT (76.4923297 31.3643341),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0248,Pong - Prototype Record 248,Himachal Pradesh,Indus,Beas,Himachal Pradesh,31.8510225,76.9469362,EPSG:4326,1934,III,Earthfill,42.61,2845.47,19396928.67,96050630.02,11133330.19,69107827.98,Flood Control,1123.6,Under Construction,POINT (76.9469362 31.8510225),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0249,Maithon - Prototype Record 249,Jharkhand,Damodar,Barakar,Jharkhand,23.8062633,86.7591097,EPSG:4326,1920,V,Concrete/Earthfill,70.8,1204.23,5871956.55,102544208.91,25438803.14,80746675.68,Flood Control,540.34,Operational,POINT (86.7591097 23.8062633),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0250,Panchet - Prototype Record 250,Jharkhand,Ganga,Damodar,Jharkhand,23.6844815,86.7749184,EPSG:4326,2020,IV,Earthfill/Concrete,58.65,696.31,2631909.44,105927854.88,7623518.95,69057989.48,Irrigation;Hydropower,1376.78,Under Construction,POINT (86.7749184 23.6844815),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0251,Almatti - Prototype Record 251,Karnataka,Krishna,Krishna,Karnataka,16.4774639,75.8951985,EPSG:4326,1959,II,Concrete,57.86,421.81,1890491.87,221968792.73,22917263.57,197152262.82,Hydropower,2013.59,Operational,POINT (75.8951985 16.4774639),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0252,Krishna Raja Sagara - Prototype Record 252,Karnataka,Cauvery,Cauvery,Karnataka,12.3918242,76.4455413,EPSG:4326,2007,II,Masonry,38.43,801.81,2589246.95,132381031.22,9377895.89,124540450.98,Flood Control,1121.06,Operational,POINT (76.4455413 12.3918242),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0253,Tungabhadra - Prototype Record 253,Karnataka,Krishna,Tungabhadra,Karnataka,15.4358774,76.3109852,EPSG:4326,1940,II,Masonry,64.32,888.25,5604027.65,686894063.58,66182751.48,456098851.36,Multipurpose,3662.38,Under Construction,POINT (76.3109852 15.4358774),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
