breach_id,dam_id,dam_name,reservoir_id,river_name,state,district,latitude,longitude,crs,breach_type,failure_mode,breach_location,breach_elevation_m,initial_reservoir_level_m,initial_storage_m3,breach_width_m,breach_depth_m,breach_length_m,breach_side_slope,breach_formation_time_min,breach_formation_rate_m_per_min,failure_start_time,peak_outflow_m3s,time_to_peak_min,breach_outflow_volume_m3,downstream_initial_flow_m3s,dam_height_m,reservoir_area_m2,simulation_duration_hr,scenario_severity,trigger_condition,breach_geometry_wkt,data_source,data_status
IN-B008-007,D008,Mettur,R008,Cauvery,Tamil Nadu,Salem,11.79,77.8,EPSG:4326,Overtopping,Sudden,Central dam section,51.26,47.64,281987152.71,11.42,13.74,21.01,1.05,117.5,0.0972,2026-08-08 06:00:00,134018.74,88.81,214930329.44,260.74,65,12764840.79,38.2,Extreme,Structural Failure,"POLYGON((77.79899999999999 11.789,77.801 11.789,77.801 11.790999999999999,77.79899999999999 11.790999999999999,77.79899999999999 11.789))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B008-008,D008,Mettur,R008,Cauvery,Tamil Nadu,Salem,11.79,77.8,EPSG:4326,Piping,Progressive,Central dam section,38.44,48.35,425479053.68,11.51,26.56,50.94,0.7,92.48,0.1244,2026-08-09 06:00:00,192041.93,45.55,335858189.52,223.89,65,61715976.71,37.3,Low,Heavy Rainfall,"POLYGON((77.79899999999999 11.789,77.801 11.789,77.801 11.790999999999999,77.79899999999999 11.790999999999999,77.79899999999999 11.789))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B008-009,D008,Mettur,R008,Cauvery,Tamil Nadu,Salem,11.79,77.8,EPSG:4326,Structural Failure,Sudden,Central dam section,42.11,47.66,148330529.92,7.14,22.89,14.53,1.53,52.55,0.1359,2026-08-10 06:00:00,80853.56,23.54,141230070.13,317.08,65,55653376.74,29.2,Medium,Overtopping,"POLYGON((77.79899999999999 11.789,77.801 11.789,77.801 11.790999999999999,77.79899999999999 11.790999999999999,77.79899999999999 11.789))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B008-010,D008,Mettur,R008,Cauvery,Tamil Nadu,Salem,11.79,77.8,EPSG:4326,Overtopping,Progressive,Central dam section,54.16,50.43,226442543.28,13.88,10.84,24.17,1.75,24.88,0.5578,2026-08-11 06:00:00,432245.07,13.63,212544295.48,71.23,65,42627334.61,38.7,High,Foundation Failure,"POLYGON((77.79899999999999 11.789,77.801 11.789,77.801 11.790999999999999,77.79899999999999 11.790999999999999,77.79899999999999 11.789))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B008-011,D008,Mettur,R008,Cauvery,Tamil Nadu,Salem,11.79,77.8,EPSG:4326,Piping,Sudden,Central dam section,31.63,58.42,24471955.74,22.99,33.37,35.04,0.9,51.36,0.4477,2026-08-12 06:00:00,19032.42,26.73,21063378.09,86.86,65,19683893.42,37.4,Extreme,Structural Failure,"POLYGON((77.79899999999999 11.789,77.801 11.789,77.801 11.790999999999999,77.79899999999999 11.790999999999999,77.79899999999999 11.789))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B008-012,D008,Mettur,R008,Cauvery,Tamil Nadu,Salem,11.79,77.8,EPSG:4326,Structural Failure,Progressive,Central dam section,27.8,52.67,299369675.2,14.75,37.2,20.04,1.99,78.13,0.1888,2026-08-13 06:00:00,133608.52,46.48,257683039.81,91.82,65,14699800.21,6.6,Low,Heavy Rainfall,"POLYGON((77.79899999999999 11.789,77.801 11.789,77.801 11.790999999999999,77.79899999999999 11.790999999999999,77.79899999999999 11.789))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B008-013,D008,Mettur,R008,Cauvery,Tamil Nadu,Salem,11.79,77.8,EPSG:4326,Overtopping,Sudden,Central dam section,48.11,56.44,464639620.64,10.91,16.89,44.01,0.74,44.31,0.2463,2026-08-14 06:00:00,396022.24,37.4,326966521.2,472.45,65,75873871.28,14.8,Medium,Overtopping,"POLYGON((77.79899999999999 11.789,77.801 11.789,77.801 11.790999999999999,77.79899999999999 11.790999999999999,77.79899999999999 11.789))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B008-014,D008,Mettur,R008,Cauvery,Tamil Nadu,Salem,11.79,77.8,EPSG:4326,Piping,Progressive,Central dam section,30.92,54.58,22720369.49,11.38,34.08,26.34,1.43,37.27,0.3053,2026-08-15 06:00:00,20220.09,33.09,15212451.2,54.54,65,37596260.37,40.5,High,Foundation Failure,"POLYGON((77.79899999999999 11.789,77.801 11.789,77.801 11.790999999999999,77.79899999999999 11.790999999999999,77.79899999999999 11.789))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-001,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Piping,Sudden,Central dam section,17.08,26.79,426681912.67,4.58,14.92,12.83,0.54,92.34,0.0496,2026-08-02 06:00:00,180181.4,65.21,313603115.48,382.55,32,1933383.52,23.5,High,Foundation Failure,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-002,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Structural Failure,Progressive,Central dam section,21.53,18.78,466149642.61,10.13,10.47,13.59,0.83,79.37,0.1277,2026-08-03 06:00:00,328699.19,53.5,371802218.13,120.77,32,54255107.16,41.7,Extreme,Structural Failure,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-003,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Overtopping,Sudden,Central dam section,22.94,23.13,313734594.26,10.76,9.06,22.99,1.59,136.66,0.0787,2026-08-04 06:00:00,112697.56,80.77,215654409.46,334.23,32,44368266.5,30.3,Low,Heavy Rainfall,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-004,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Piping,Progressive,Central dam section,11.96,18.74,262222204.84,12.37,20.04,18.04,1.32,137.74,0.0898,2026-08-05 06:00:00,84757.89,89.86,202263071.84,356.27,32,7437518.55,25.3,Medium,Overtopping,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-005,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Structural Failure,Sudden,Central dam section,12.41,21.48,443491598.01,9.01,19.59,14.25,1.24,89.95,0.1002,2026-08-06 06:00:00,238098.44,48.17,431745219.03,195.1,32,28983811.1,21.0,High,Foundation Failure,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-006,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Overtopping,Progressive,Central dam section,18.32,17.69,88477866.49,4.5,13.68,9.42,1.85,58.38,0.077,2026-08-07 06:00:00,40360.91,28.2,60598108.83,292.86,32,40131343.99,17.3,Extreme,Structural Failure,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-007,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Piping,Sudden,Central dam section,13.11,24.66,417926842.79,4.0,18.89,18.65,1.3,38.86,0.1029,2026-08-08 06:00:00,593779.8,19.2,273588244.97,69.72,32,68438230.95,37.1,Low,Heavy Rainfall,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-008,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Structural Failure,Progressive,Central dam section,18.46,28.66,263338753.76,5.59,13.54,9.12,0.59,33.3,0.1678,2026-08-09 06:00:00,385524.36,20.07,221169669.32,219.51,32,4094680.14,21.1,Medium,Overtopping,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-009,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Overtopping,Sudden,Central dam section,23.5,18.98,267644324.11,9.75,8.5,18.64,1.99,92.22,0.1058,2026-08-10 06:00:00,74227.1,67.49,176317985.97,171.41,32,17098038.77,28.1,High,Foundation Failure,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-010,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Piping,Progressive,Central dam section,20.83,24.75,66847744.2,8.74,11.17,19.87,1.76,157.01,0.0557,2026-08-11 06:00:00,24802.28,85.5,56717117.77,48.14,32,76748398.21,18.4,Extreme,Structural Failure,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-011,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Structural Failure,Sudden,Central dam section,23.41,25.07,226352773.56,5.8,8.59,10.87,1.67,163.42,0.0355,2026-08-12 06:00:00,58141.77,144.36,214600458.01,265.57,32,56449854.96,16.4,Low,Heavy Rainfall,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-012,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Overtopping,Progressive,Central dam section,23.86,17.03,167567192.29,9.05,8.14,8.63,1.56,27.71,0.3266,2026-08-13 06:00:00,339339.3,19.45,127859605.82,201.0,32,65309536.45,29.0,Medium,Overtopping,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-013,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Piping,Sudden,Central dam section,17.91,17.34,338653444.77,10.6,14.09,24.11,1.08,91.67,0.1156,2026-08-14 06:00:00,185553.85,52.22,265891052.97,34.45,32,6301642.91,42.6,High,Foundation Failure,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B009-014,D009,Bhavanisagar,R009,Bhavani,Tamil Nadu,Erode,11.47,77.07,EPSG:4326,Structural Failure,Progressive,Central dam section,11.86,26.1,24358654.96,11.02,20.14,15.44,1.74,70.85,0.1555,2026-08-15 06:00:00,8733.11,29.56,16838417.78,483.86,32,8525355.44,10.7,Extreme,Structural Failure,"POLYGON((77.06899999999999 11.469000000000001,77.071 11.469000000000001,77.071 11.471,77.06899999999999 11.471,77.06899999999999 11.469000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-001,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Structural Failure,Sudden,Central dam section,12.5,29.64,41398354.59,13.21,20.5,19.16,1.76,101.1,0.1307,2026-08-02 06:00:00,11839.9,68.53,37237329.95,315.3,33,18927997.19,31.3,Extreme,Structural Failure,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-002,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Overtopping,Progressive,Central dam section,23.05,24.17,170864341.94,4.0,9.95,21.18,1.99,67.27,0.0595,2026-08-03 06:00:00,123211.28,54.26,112755693.58,178.57,33,54893451.58,26.1,Low,Heavy Rainfall,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-003,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Piping,Sudden,Central dam section,11.18,15.83,123844147.26,4.0,21.82,8.91,0.85,115.83,0.0345,2026-08-04 06:00:00,31652.64,92.27,112566647.51,481.49,33,78265058.41,16.8,Medium,Overtopping,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-004,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Structural Failure,Progressive,Central dam section,12.46,21.4,269100346.07,5.73,20.54,11.51,1.35,151.22,0.0379,2026-08-05 06:00:00,95194.0,118.86,249988630.98,134.36,33,74224446.73,22.9,High,Foundation Failure,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-005,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Overtopping,Sudden,Central dam section,11.78,20.05,402579076.87,7.58,21.22,14.6,0.54,55.63,0.1363,2026-08-06 06:00:00,210302.85,31.82,343338535.29,130.67,33,10178461.77,8.5,Extreme,Structural Failure,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-006,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Piping,Progressive,Central dam section,24.77,20.62,480827410.61,14.07,8.23,9.69,1.61,69.16,0.2035,2026-08-07 06:00:00,401023.59,49.75,379421682.75,324.1,33,13276470.39,11.8,Low,Heavy Rainfall,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-007,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Structural Failure,Sudden,Central dam section,24.25,25.6,249001411.65,8.03,8.75,9.36,0.77,117.4,0.0684,2026-08-08 06:00:00,87964.56,46.99,179962275.26,238.08,33,31546662.03,33.8,Medium,Overtopping,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-008,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Overtopping,Progressive,Central dam section,11.53,23.39,107096933.75,11.35,21.47,11.71,1.4,154.71,0.0733,2026-08-09 06:00:00,30337.08,70.13,81529832.53,211.36,33,24716537.46,35.2,High,Foundation Failure,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-009,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Piping,Sudden,Central dam section,19.52,15.41,63717222.08,4.32,13.48,6.76,1.21,63.39,0.0682,2026-08-10 06:00:00,50877.24,32.98,54869993.89,388.18,33,12170732.11,41.9,Extreme,Structural Failure,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-010,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Structural Failure,Progressive,Central dam section,13.98,21.69,434604305.98,5.66,19.02,7.48,1.13,60.11,0.0942,2026-08-11 06:00:00,367340.28,45.84,359837473.39,63.27,33,7522112.42,18.9,Low,Heavy Rainfall,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-011,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Overtopping,Sudden,Central dam section,12.43,15.22,39986141.63,7.32,20.57,20.06,0.56,134.77,0.0543,2026-08-12 06:00:00,7940.63,103.51,38642941.24,16.62,33,31865549.44,44.6,Medium,Overtopping,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-012,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Piping,Progressive,Central dam section,19.31,18.35,415701532.52,5.5,13.69,15.64,0.72,126.27,0.0435,2026-08-13 06:00:00,160370.14,51.23,406062553.24,414.36,33,60183794.93,40.3,High,Foundation Failure,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-013,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Structural Failure,Sudden,Central dam section,22.66,15.58,116985537.22,8.26,10.34,23.52,1.85,103.83,0.0796,2026-08-14 06:00:00,43143.84,52.82,103727907.78,423.02,33,41227524.82,17.7,Extreme,Structural Failure,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B010-014,D010,Vaigai,R010,Vaigai,Tamil Nadu,Theni,10.08,77.58,EPSG:4326,Overtopping,Progressive,Central dam section,11.74,22.74,297647713.68,12.05,21.26,7.05,0.59,130.74,0.0921,2026-08-15 06:00:00,122043.9,61.19,244910818.4,242.12,33,25600249.55,20.3,Low,Heavy Rainfall,"POLYGON((77.579 10.079,77.581 10.079,77.581 10.081,77.579 10.081,77.579 10.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-001,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Overtopping,Sudden,Central dam section,29.74,32.04,468997399.39,9.56,13.26,15.15,0.93,111.02,0.0861,2026-08-02 06:00:00,106004.81,60.21,408417187.68,263.82,43,66598227.04,23.1,Low,Heavy Rainfall,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-002,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Piping,Progressive,Central dam section,19.77,28.81,51085297.0,14.1,23.23,33.81,0.66,36.57,0.3857,2026-08-03 06:00:00,63751.92,15.76,43568911.8,424.11,43,11893920.01,37.5,Medium,Overtopping,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-003,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Structural Failure,Sudden,Central dam section,32.82,29.7,314320284.68,8.37,10.18,32.2,0.78,90.91,0.0921,2026-08-04 06:00:00,152346.9,55.44,287439256.47,137.37,43,7507454.23,34.8,High,Foundation Failure,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-004,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Overtopping,Progressive,Central dam section,16.95,37.39,166762904.49,15.41,26.05,24.54,0.88,64.1,0.2404,2026-08-05 06:00:00,65212.55,41.07,154330371.31,136.82,43,9837172.66,19.0,Extreme,Structural Failure,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-005,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Piping,Sudden,Central dam section,14.06,33.09,239936573.43,16.31,28.94,10.55,1.64,144.26,0.113,2026-08-06 06:00:00,69871.98,123.81,166131893.06,136.71,43,56044444.33,6.2,Low,Heavy Rainfall,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-006,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Structural Failure,Progressive,Central dam section,25.68,34.57,85860307.44,14.45,17.32,20.22,1.67,137.14,0.1054,2026-08-07 06:00:00,29254.89,120.15,64021790.1,347.41,43,61825096.58,25.3,Medium,Overtopping,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-007,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Overtopping,Sudden,Central dam section,18.5,33.03,136938525.21,18.38,24.5,12.13,1.31,106.85,0.172,2026-08-08 06:00:00,37804.5,91.72,123510093.55,84.41,43,67879559.52,15.3,High,Foundation Failure,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-008,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Piping,Progressive,Central dam section,14.68,32.83,224181976.14,16.44,28.32,20.36,1.0,131.21,0.1253,2026-08-09 06:00:00,69776.44,76.53,159659798.85,326.9,43,78057916.79,12.9,Extreme,Structural Failure,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-009,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Structural Failure,Sudden,Central dam section,29.86,39.94,170406635.52,9.66,13.14,28.54,0.74,74.52,0.1296,2026-08-10 06:00:00,93449.36,36.28,118929433.15,429.28,43,15645088.48,27.3,Low,Heavy Rainfall,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-010,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Overtopping,Progressive,Central dam section,13.23,26.37,137727564.37,9.09,29.77,27.05,0.91,94.3,0.0964,2026-08-11 06:00:00,38432.1,63.45,133480881.16,197.8,43,50198734.58,28.8,Medium,Overtopping,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-011,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Piping,Sudden,Central dam section,25.84,33.89,39035172.84,14.41,17.16,15.69,1.97,102.76,0.1403,2026-08-12 06:00:00,21555.12,49.41,37176350.05,408.32,43,62794022.45,35.0,High,Foundation Failure,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-012,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Structural Failure,Progressive,Central dam section,22.62,26.79,31506057.99,13.75,20.38,14.01,1.34,177.87,0.0773,2026-08-13 06:00:00,10214.83,139.34,29207590.84,145.68,43,9911061.75,27.8,Extreme,Structural Failure,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-013,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Overtopping,Sudden,Central dam section,30.18,28.04,474702706.66,12.2,12.82,20.36,0.99,33.9,0.3598,2026-08-14 06:00:00,351091.65,20.24,335308609.77,489.24,43,19101344.0,37.8,Low,Heavy Rainfall,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B011-014,D011,Papanasam,R011,Tamiraparani,Tamil Nadu,Tirunelveli,8.71,77.35,EPSG:4326,Piping,Progressive,Central dam section,20.16,30.02,109538742.6,9.28,22.84,10.84,1.98,63.4,0.1464,2026-08-15 06:00:00,66132.66,44.43,75028784.91,31.36,43,28469675.56,45.7,Medium,Overtopping,"POLYGON((77.34899999999999 8.709000000000001,77.351 8.709000000000001,77.351 8.711,77.34899999999999 8.711,77.34899999999999 8.709000000000001))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
