dem_cell_id,state,latitude,longitude,elevation_m,spatial_resolution_m,crs,nodata_value,downstream_floodplain,river_valley_terrain,slope_degree,aspect_degree,flow_direction,flow_accumulation_cells,terrain_class,coverage,data_status
IND_DEM_0152,Arunachal Pradesh,27.8950237,95.2796449,376.92,30,EPSG:4326,-9999,0,1,7.24,40.51,3,79.5,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0153,Assam,27.5791274,92.8540927,490.21,30,EPSG:4326,-9999,0,1,7.266,160.53,8,12.67,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0154,Bihar,25.5679502,85.0760514,67.65,30,EPSG:4326,-9999,1,1,11.015,289.19,1,35.53,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0155,Chhattisgarh,20.8365252,80.8036323,189.6,30,EPSG:4326,-9999,1,1,10.523,66.5,6,2710.2,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0156,Goa,15.8841757,72.8516495,306.94,30,EPSG:4326,-9999,0,1,7.639,11.37,2,1421.74,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0157,Gujarat,21.9781133,71.9308937,148.04,30,EPSG:4326,-9999,1,1,6.659,260.1,2,70.63,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0158,Haryana,28.6017504,76.1616933,972.28,30,EPSG:4326,-9999,0,1,0.526,204.37,5,1258.75,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0159,Himachal Pradesh,32.0113208,77.1463723,1460.41,30,EPSG:4326,-9999,0,0,8.185,165.24,2,40.53,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0160,Jharkhand,23.9292461,85.1237169,77.96,30,EPSG:4326,-9999,1,1,4.709,97.62,8,160.45,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0161,Karnataka,14.9530442,76.1660811,833.7,30,EPSG:4326,-9999,0,1,2.017,47.15,7,1.38,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0162,Kerala,10.329905,75.9916836,901.19,30,EPSG:4326,-9999,0,1,7.386,127.84,3,2505.98,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0163,Madhya Pradesh,23.6618895,77.7693509,160.87,30,EPSG:4326,-9999,1,1,0.936,355.05,1,11.07,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0164,Maharashtra,20.0481483,75.9701838,854.08,30,EPSG:4326,-9999,0,0,9.23,276.47,1,799.82,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0165,Manipur,24.594193,93.6468106,353.27,30,EPSG:4326,-9999,0,1,1.267,6.87,7,534.5,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0166,Meghalaya,24.7906754,92.1132066,395.98,30,EPSG:4326,-9999,0,1,5.422,167.52,6,2623.14,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0167,Mizoram,23.4665431,93.584795,333.31,30,EPSG:4326,-9999,0,0,8.668,287.62,1,18.33,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0168,Nagaland,26.1307617,93.9178962,238.71,30,EPSG:4326,-9999,1,1,6.719,270.1,7,4.08,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0169,Odisha,21.5475865,84.0260862,262.8,30,EPSG:4326,-9999,0,0,13.383,320.0,7,17.06,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0170,Punjab,31.6275144,75.4708466,1805.89,30,EPSG:4326,-9999,0,0,13.151,286.45,7,11.42,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0171,Rajasthan,27.1276384,74.2922354,712.45,30,EPSG:4326,-9999,0,0,11.877,298.73,4,6.0,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0172,Sikkim,27.0448512,88.3153932,98.25,30,EPSG:4326,-9999,1,1,14.304,131.24,1,9.87,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0173,Tamil Nadu,10.8968814,77.8566363,311.65,30,EPSG:4326,-9999,0,1,6.807,153.34,7,112.73,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0174,Telangana,18.0908891,78.6663157,198.48,30,EPSG:4326,-9999,1,1,7.434,81.26,8,1613.08,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0175,Tripura,23.4598924,91.8605416,422.44,30,EPSG:4326,-9999,0,0,10.12,187.1,7,399.86,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0176,Uttar Pradesh,26.6844337,81.4744604,0.0,30,EPSG:4326,-9999,1,1,9.669,128.09,6,11.28,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0177,Uttarakhand,29.6371739,77.0493857,847.03,30,EPSG:4326,-9999,0,0,8.59,80.96,1,109.25,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0178,West Bengal,23.1156971,87.5219795,218.07,30,EPSG:4326,-9999,1,1,6.63,131.3,5,146.87,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0179,Jammu and Kashmir,34.1939079,75.1701829,2339.63,30,EPSG:4326,-9999,0,1,6.38,168.63,2,2.13,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0180,Ladakh,33.77599,77.1529023,1875.17,30,EPSG:4326,-9999,0,1,0.436,67.66,8,273.24,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0181,Andhra Pradesh,16.000505,79.4724663,234.58,30,EPSG:4326,-9999,1,1,6.096,228.99,2,12.97,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0182,Arunachal Pradesh,28.0963895,94.693314,432.45,30,EPSG:4326,-9999,0,1,1.81,96.98,6,164.37,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0183,Assam,25.9888247,92.3966887,355.85,30,EPSG:4326,-9999,0,1,1.494,18.44,7,2.31,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0184,Bihar,25.6686838,85.3353488,163.08,30,EPSG:4326,-9999,1,1,5.48,289.32,4,114.41,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0185,Chhattisgarh,21.6248449,82.0593613,120.82,30,EPSG:4326,-9999,1,1,0.315,276.31,6,30.34,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0186,Goa,15.2018189,74.7335952,904.31,30,EPSG:4326,-9999,0,1,0.442,291.46,1,219.2,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0187,Gujarat,22.1888209,71.5746498,118.06,30,EPSG:4326,-9999,1,1,12.154,102.18,5,102.74,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0188,Haryana,29.3333225,75.8467733,1154.04,30,EPSG:4326,-9999,0,1,5.625,205.8,5,2077.66,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0189,Himachal Pradesh,32.0235893,77.5612413,1269.01,30,EPSG:4326,-9999,0,1,7.595,41.81,4,58.3,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0190,Jharkhand,24.3971864,86.2674452,203.7,30,EPSG:4326,-9999,1,1,9.3,27.4,8,2498.4,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0191,Karnataka,15.37965,74.4732635,708.19,30,EPSG:4326,-9999,0,1,5.803,135.39,7,11.51,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0192,Kerala,10.9687477,77.3344365,518.17,30,EPSG:4326,-9999,0,1,5.32,80.03,3,2331.9,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0193,Madhya Pradesh,22.7857798,77.6455959,247.5,30,EPSG:4326,-9999,1,1,9.964,350.67,5,1932.56,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0194,Maharashtra,18.6927517,75.5459585,800.91,30,EPSG:4326,-9999,0,1,7.485,82.45,3,249.74,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0195,Manipur,24.3320609,93.6791854,338.32,30,EPSG:4326,-9999,0,1,0.977,199.75,3,576.18,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0196,Meghalaya,25.7560486,91.8771923,348.13,30,EPSG:4326,-9999,0,1,2.347,330.39,8,690.99,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0197,Mizoram,23.8485689,93.1300234,293.56,30,EPSG:4326,-9999,0,1,5.725,320.65,3,35.69,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0198,Nagaland,24.226406,94.6349796,320.73,30,EPSG:4326,-9999,0,1,5.575,78.56,5,89.8,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0199,Odisha,20.2061773,84.2389876,270.69,30,EPSG:4326,-9999,0,1,6.686,154.97,3,16.48,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0200,Punjab,31.167569,75.4233934,1619.78,30,EPSG:4326,-9999,0,1,3.721,155.21,7,123.14,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0201,Rajasthan,27.5082888,74.0019079,601.45,30,EPSG:4326,-9999,0,1,2.772,84.89,1,387.94,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0202,Sikkim,26.4930808,87.3565789,70.92,30,EPSG:4326,-9999,1,1,7.865,71.46,5,3.64,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0203,Tamil Nadu,11.7167779,77.7887194,382.33,30,EPSG:4326,-9999,0,0,9.834,343.76,2,622.91,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0204,Telangana,17.990912,78.9087645,259.22,30,EPSG:4326,-9999,0,1,4.216,195.65,1,151.55,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0205,Tripura,23.9683294,92.3178179,351.09,30,EPSG:4326,-9999,0,1,5.805,219.86,5,13.21,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0206,Uttar Pradesh,26.5575021,80.4458301,8.36,30,EPSG:4326,-9999,1,1,5.122,285.66,4,1889.28,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0207,Uttarakhand,29.338032,79.6255023,588.73,30,EPSG:4326,-9999,0,1,3.943,121.88,7,2.27,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0208,West Bengal,21.9334393,87.4579684,309.03,30,EPSG:4326,-9999,0,1,3.978,168.53,2,4.02,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0209,Jammu and Kashmir,32.7788527,74.5599793,2010.03,30,EPSG:4326,-9999,0,1,6.251,128.91,8,83.44,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0210,Ladakh,34.8909684,77.8686512,2013.66,30,EPSG:4326,-9999,0,0,8.615,242.38,3,200.56,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0211,Andhra Pradesh,16.4797856,80.9548133,270.74,30,EPSG:4326,-9999,0,1,3.215,7.12,1,1.73,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0212,Arunachal Pradesh,27.4058256,94.4362441,339.41,30,EPSG:4326,-9999,0,0,8.62,306.58,2,1513.64,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0213,Assam,26.8272602,91.4531188,335.64,30,EPSG:4326,-9999,0,0,8.099,354.42,7,7.24,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0214,Bihar,25.4485446,85.1518049,173.79,30,EPSG:4326,-9999,1,1,6.55,226.7,2,2.27,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0215,Chhattisgarh,21.6784453,81.6342872,252.74,30,EPSG:4326,-9999,0,1,4.308,96.06,2,1.21,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0216,Goa,14.1728884,74.1628518,760.22,30,EPSG:4326,-9999,0,1,0.865,46.48,5,260.53,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0217,Gujarat,22.305882,70.7940324,86.5,30,EPSG:4326,-9999,1,1,7.095,308.19,2,33.52,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0218,Haryana,28.8150851,76.1423769,1039.02,30,EPSG:4326,-9999,0,1,5.09,47.46,6,18.75,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0219,Himachal Pradesh,31.1470679,77.3497568,1191.72,30,EPSG:4326,-9999,0,1,3.311,196.71,2,6.23,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0220,Jharkhand,23.7142302,84.609864,109.25,30,EPSG:4326,-9999,1,1,5.684,285.33,2,148.44,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0221,Karnataka,15.1291741,76.1145126,698.21,30,EPSG:4326,-9999,0,1,4.05,9.58,5,951.8,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0222,Kerala,10.9294472,76.3059732,800.66,30,EPSG:4326,-9999,0,0,8.277,136.83,6,188.66,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0223,Madhya Pradesh,23.8018537,77.1710754,414.65,30,EPSG:4326,-9999,0,1,3.81,102.55,7,57.17,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0224,Maharashtra,20.4676779,75.1992904,898.2,30,EPSG:4326,-9999,0,0,9.401,43.62,4,3.28,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0225,Manipur,25.4022813,93.7760617,342.7,30,EPSG:4326,-9999,0,0,9.061,344.04,4,5.77,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0226,Meghalaya,25.6884657,90.1270698,232.77,30,EPSG:4326,-9999,1,1,1.702,38.21,3,31.29,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0227,Mizoram,23.0637769,92.0560836,317.71,30,EPSG:4326,-9999,0,1,7.836,229.75,2,24.03,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0228,Nagaland,26.6085675,94.5549583,190.66,30,EPSG:4326,-9999,1,1,6.946,27.12,2,619.34,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0229,Odisha,20.1582201,84.5900145,274.42,30,EPSG:4326,-9999,0,1,6.024,342.95,6,749.56,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0230,Punjab,30.3482113,75.5135745,1481.16,30,EPSG:4326,-9999,0,1,0.638,103.23,2,3.58,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0231,Rajasthan,27.2155153,73.6203336,550.03,30,EPSG:4326,-9999,0,1,4.603,52.46,4,7.33,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0232,Sikkim,27.9922346,87.287129,329.75,30,EPSG:4326,-9999,0,0,9.168,137.15,6,327.48,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0233,Tamil Nadu,10.9079784,77.8509819,434.02,30,EPSG:4326,-9999,0,0,9.256,120.73,5,37.14,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0234,Telangana,18.0451399,78.926497,222.84,30,EPSG:4326,-9999,1,1,0.193,9.37,7,54.92,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0235,Tripura,23.9727254,91.7873405,310.66,30,EPSG:4326,-9999,0,1,7.067,154.27,1,1014.03,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0236,Uttar Pradesh,27.2840869,81.0082658,213.29,30,EPSG:4326,-9999,1,1,0.868,38.68,8,29.3,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0237,Uttarakhand,29.697092,79.2772754,697.41,30,EPSG:4326,-9999,0,1,4.557,304.33,7,260.53,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0238,West Bengal,22.3071013,87.5576529,323.25,30,EPSG:4326,-9999,0,1,2.929,202.93,3,1.74,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0239,Jammu and Kashmir,34.4915823,74.0269847,2194.6,30,EPSG:4326,-9999,0,0,15.448,349.57,8,7.73,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0240,Ladakh,35.1228613,77.3899675,2152.07,30,EPSG:4326,-9999,0,1,4.694,11.99,3,6.11,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0241,Andhra Pradesh,15.8443262,78.97808,278.39,30,EPSG:4326,-9999,0,1,4.869,303.98,1,796.12,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0242,Arunachal Pradesh,28.5206873,94.3343267,593.52,30,EPSG:4326,-9999,0,0,9.524,203.54,3,195.02,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0243,Assam,26.8384336,94.6542627,284.89,30,EPSG:4326,-9999,0,1,6.211,203.08,3,28.78,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0244,Bihar,26.0700995,85.7287413,4.65,30,EPSG:4326,-9999,1,1,1.38,179.07,2,47.45,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0245,Chhattisgarh,21.0788972,82.0332618,184.17,30,EPSG:4326,-9999,1,1,7.191,293.63,8,2.31,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0246,Goa,15.1126565,74.7056635,858.61,30,EPSG:4326,-9999,0,1,6.038,19.18,2,1440.48,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0247,Gujarat,22.4889844,72.0627071,202.11,30,EPSG:4326,-9999,1,1,4.618,28.46,4,830.81,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0248,Haryana,27.6691278,76.0612679,768.6,30,EPSG:4326,-9999,0,1,6.706,51.77,4,37.85,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0249,Himachal Pradesh,31.3269291,77.5738657,1164.29,30,EPSG:4326,-9999,0,1,5.698,181.11,1,11.52,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0250,Jharkhand,23.5190876,83.9795558,244.02,30,EPSG:4326,-9999,1,1,0.311,213.6,8,15.29,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0251,Karnataka,14.7969412,75.4600874,930.8,30,EPSG:4326,-9999,0,0,10.015,136.53,3,2096.52,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0252,Kerala,10.4705529,76.7057382,665.71,30,EPSG:4326,-9999,0,0,11.155,117.62,5,4.55,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0253,Madhya Pradesh,24.0576226,78.1659979,228.4,30,EPSG:4326,-9999,1,1,4.81,222.33,6,1.8,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0254,Maharashtra,19.8449004,77.4109968,361.72,30,EPSG:4326,-9999,0,1,2.073,53.72,4,364.28,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0255,Manipur,25.7286459,94.6778773,305.03,30,EPSG:4326,-9999,0,1,0.409,265.37,2,30.8,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0256,Meghalaya,24.6526764,92.4584417,347.82,30,EPSG:4326,-9999,0,0,9.651,192.44,8,1.47,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0257,Mizoram,23.5643624,93.0001262,320.84,30,EPSG:4326,-9999,0,1,1.016,127.86,6,2949.24,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0258,Nagaland,26.3598777,94.2690032,219.47,30,EPSG:4326,-9999,1,1,1.839,245.76,2,9.78,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0259,Odisha,19.4880708,84.4004218,265.98,30,EPSG:4326,-9999,0,1,7.316,275.97,3,375.05,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0260,Punjab,31.5477776,74.7563425,1750.61,30,EPSG:4326,-9999,0,1,5.504,34.28,5,1671.08,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0261,Rajasthan,27.1457495,73.7288706,447.86,30,EPSG:4326,-9999,0,1,1.291,68.98,7,34.59,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0262,Sikkim,26.3114174,88.5198954,165.62,30,EPSG:4326,-9999,1,1,0.672,289.59,2,1.16,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0263,Tamil Nadu,10.8400927,79.4196635,450.97,30,EPSG:4326,-9999,0,1,5.081,127.81,5,956.86,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0264,Telangana,17.3705795,79.6775183,273.69,30,EPSG:4326,-9999,0,1,1.364,119.09,4,147.15,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0265,Tripura,23.5967647,91.5126163,264.98,30,EPSG:4326,-9999,0,1,4.479,81.67,8,534.64,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0266,Uttar Pradesh,25.8875483,80.7234002,91.43,30,EPSG:4326,-9999,1,1,2.701,319.24,3,55.87,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0267,Uttarakhand,30.9671903,79.5928572,919.93,30,EPSG:4326,-9999,0,0,12.953,139.91,3,69.83,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0268,West Bengal,22.642651,87.3462394,218.19,30,EPSG:4326,-9999,1,1,8.956,227.76,8,2.36,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0269,Jammu and Kashmir,33.8210798,75.3216523,2316.24,30,EPSG:4326,-9999,0,1,7.453,56.1,6,346.88,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0270,Ladakh,33.2656759,78.156723,1496.08,30,EPSG:4326,-9999,0,1,2.267,221.88,5,3.4,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0271,Andhra Pradesh,16.0949114,79.4633151,290.75,30,EPSG:4326,-9999,0,1,2.212,9.24,2,1.95,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0272,Arunachal Pradesh,28.1326863,95.1773105,560.33,30,EPSG:4326,-9999,0,1,5.772,276.99,4,1.14,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0273,Assam,26.5480512,93.0773839,281.75,30,EPSG:4326,-9999,0,1,4.815,162.26,5,369.29,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0274,Bihar,25.9123977,84.6132632,168.48,30,EPSG:4326,-9999,1,1,8.137,204.16,5,343.26,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0275,Chhattisgarh,22.1193668,81.2863333,199.12,30,EPSG:4326,-9999,1,1,12.345,246.32,8,9.36,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0276,Goa,15.2249715,74.5172182,700.2,30,EPSG:4326,-9999,0,0,12.36,34.46,8,274.0,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0277,Gujarat,22.06921,71.7377699,146.9,30,EPSG:4326,-9999,1,1,1.08,97.39,6,1.27,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0278,Haryana,29.3010636,76.7158781,1103.01,30,EPSG:4326,-9999,0,1,5.251,164.02,3,236.72,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0279,Himachal Pradesh,32.6110285,76.1795907,1780.2,30,EPSG:4326,-9999,0,1,6.971,215.14,7,3.05,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0280,Jharkhand,23.6772092,85.4948012,233.03,30,EPSG:4326,-9999,1,1,0.289,176.63,5,1.07,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0281,Karnataka,15.114671,74.8920577,910.44,30,EPSG:4326,-9999,0,1,1.944,114.85,7,17.65,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0282,Kerala,10.6376597,76.3210131,754.56,30,EPSG:4326,-9999,0,1,2.46,171.92,7,19.6,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0283,Madhya Pradesh,23.0839006,78.3010065,74.17,30,EPSG:4326,-9999,1,1,9.244,196.31,3,2580.48,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0284,Maharashtra,18.859973,75.2016837,926.4,30,EPSG:4326,-9999,0,1,1.84,237.25,1,993.29,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0285,Manipur,26.0405437,94.3774666,197.79,30,EPSG:4326,-9999,1,1,3.182,123.17,7,1046.74,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0286,Meghalaya,23.8361465,92.3018408,339.8,30,EPSG:4326,-9999,0,1,7.015,155.17,2,66.39,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0287,Mizoram,22.6907803,93.0329117,342.58,30,EPSG:4326,-9999,0,1,7.117,234.06,8,1.75,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0288,Nagaland,26.3681956,94.6814182,187.86,30,EPSG:4326,-9999,1,1,0.847,122.43,8,347.28,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0289,Odisha,20.6693293,84.4174125,285.61,30,EPSG:4326,-9999,0,1,1.181,292.85,1,2000.21,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0290,Punjab,30.9499291,73.984538,1427.46,30,EPSG:4326,-9999,0,0,12.978,2.76,6,314.28,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0291,Rajasthan,26.3529972,72.349242,254.38,30,EPSG:4326,-9999,0,1,6.67,321.84,5,110.95,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0292,Sikkim,27.3760022,88.9223942,212.81,30,EPSG:4326,-9999,1,1,8.989,208.0,3,4.29,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0293,Tamil Nadu,10.9118067,78.4459841,410.07,30,EPSG:4326,-9999,0,1,5.27,80.96,1,1361.59,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0294,Telangana,17.6095678,78.6662415,327.47,30,EPSG:4326,-9999,0,1,6.629,301.1,6,854.67,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0295,Tripura,23.7664287,91.444879,264.73,30,EPSG:4326,-9999,0,0,8.199,82.05,1,341.66,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0296,Uttar Pradesh,26.6539872,81.2835079,87.71,30,EPSG:4326,-9999,1,1,0.953,345.97,7,81.85,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0297,Uttarakhand,30.4285312,78.6451259,911.35,30,EPSG:4326,-9999,0,1,5.574,303.88,4,88.72,Hill,India,SYNTHETIC_PROTOTYPE
IND_DEM_0298,West Bengal,22.919372,88.4348379,303.48,30,EPSG:4326,-9999,0,0,11.032,282.61,6,1139.75,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0299,Jammu and Kashmir,33.9250158,77.1108811,1923.28,30,EPSG:4326,-9999,0,1,3.68,313.44,7,4.41,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0300,Ladakh,33.859788,76.7092392,2096.21,30,EPSG:4326,-9999,0,1,3.43,248.35,2,8.73,Mountain,India,SYNTHETIC_PROTOTYPE
IND_DEM_0301,Andhra Pradesh,16.5717271,80.058381,270.67,30,EPSG:4326,-9999,0,1,3.389,214.23,5,28.14,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0302,Arunachal Pradesh,27.4538051,94.4695617,498.74,30,EPSG:4326,-9999,0,1,5.901,223.73,4,2.91,Plateau,India,SYNTHETIC_PROTOTYPE
IND_DEM_0303,Assam,26.1805178,93.256253,240.49,30,EPSG:4326,-9999,1,1,5.034,235.88,6,1400.11,Plain/Floodplain,India,SYNTHETIC_PROTOTYPE
